collectionevent,Conditionsid,ampm,technique,color,HostPlant,Host.plant.nosp,Transect
20050053,812,all day,pan traps,mixed,,,
20050054,812,pm,netting,,Sidalcea malvaeflora,Sidalcea malvaeflora,
20050055,828,all day,pan traps,mixed,,,
20050056,828,am,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050057,899,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050058,845,all day,pan traps,mixed,,,
20050059,845,am,netting,,Taraxacum officinale,Taraxacum officinale,
20050060,845,am,netting,,Calystegia sp.,Calystegia sp.,
20050061,845,pm,netting,,Patrolling,Patrolling,
20050062,860,all day,netting,mixed,,,
20050063,871,all day,pan traps,mixed,,,
20050064,871,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050065,871,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050066,871,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050067,871,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050068,871,pm,netting,,Taraxacum officinale,Taraxacum officinale,
20050069,886,all day,pan traps,mixed,,,
20050070,886,am,netting,,Cirsium sp.,Cirsium sp.,
20050071,886,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050072,886,pm,netting,,Cirsium sp.,Cirsium sp.,
20050073,886,pm,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050074,813,all day,pan traps,mixed,,,
20050075,813,am,netting,,Patrolling,Patrolling,
20050076,813,am,netting,,Raphanus sativus,Raphanus sativus,
20050077,813,am,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20050078,827,all day,pan traps,mixed,,,
20050079,827,am,netting,,Calystegia sp.,Calystegia sp.,
20050080,827,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050081,827,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050082,827,pm,netting,,Calystegia sp.,Calystegia sp.,
20050083,850,all day,pan traps,mixed,,,
20050084,863,all day,pan traps,mixed,,,
20050085,863,pm,netting,,Picris echioides,Picris echioides,
20050086,863,pm,netting,,Picris echioides,Picris echioides,
20050087,870,all day,pan traps,mixed,,,
20050088,870,am,netting,,Picris echioides,Picris echioides,
20050089,870,pm,netting,,Picris echioides,Picris echioides,
20050090,870,pm,netting,,Picris echioides,Picris echioides,
20050091,893,all day,pan traps,mixed,,,
20050092,893,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050093,893,pm,netting,,Picris echioides,Picris echioides,
20050094,819,all day,pan traps,mixed,,,
20050095,819,am,netting,,Oxalis pes-caprae,Oxalis sp.,
20050096,836,,pan traps,,,,
20050097,836,,,,Erigeron glaucus,Erigeron glaucus,
20050098,848,all day,pan traps,mixed,,,
20050099,858,all day,pan traps,mixed,,,
20050100,874,all day,pan traps,mixed,,,
20050101,874,pm,netting,,Conicosa pugioniformis,Conicosa pugioniformis,
20050102,874,pm,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050103,896,all day,pan traps,mixed,,,
20050104,896,pm,netting,,Conicosia pugioniformis,Conicosia pugioniformis,
20050105,821,all day,pan traps,mixed,,,
20050106,834,all day,pan traps,mixed,,,
20050107,834,,netting,,Grindellia sp.,Grindellia sp.,
20050108,846,,pan traps,mixed,,,
20050109,846,am,netting,,Rubus discolor,Rubus sp.,
20050110,846,am,netting,,Erigeron glaucus,Erigeron glaucus,
20050111,846,pm,netting,,Grindellia sp.,Grindellia sp.,
20050112,846,pm,netting,,Patrolling,Patrolling,
20050113,854,all day,pan traps,mixed,,,
20050114,854,am,netting,,Grindellia sp.,Grindellia sp.,
20050115,854,am,netting,,Mimulus aurantiacus,Mimulus aurantiacus,
20050116,854,pm,netting,,Scrophularia californica,Scrophularia californica,
20050117,854,pm,netting,,Grindellia sp.,Grindellia sp.,
20050118,879,all day,pan traps,mixed,,,
20050119,879,pm,netting,,Eriophyllum sp..,Eriophyllum sp..,
20050120,879,pm,netting,,Grindellia sp.,Grindellia sp.,
20050121,879,pm,netting,,Erigeron glaucus,Erigeron glaucus,
20050122,888,all day,pan traps,mixed,,,
20050123,888,am,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050124,888,am,netting,,Grindellia sp.,Grindellia sp.,
20050125,888,pm,netting,,Achillea millefolium,Achillea millefolium,
20050126,888,pm,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050127,823,all day,pan traps,mixed,,,
20050128,823,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050129,823,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050130,829,all day,pan traps,mixed,,,
20050131,829,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050132,829,am,netting,,Eriogonum latifolium,Eriogonum latifolium,
20050133,841,all day,pan traps,mixed,,,
20050134,841,am,netting,,Patrolling,Patrolling,
20050135,841,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050136,841,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050137,861,all day,pan traps,mixed,,,
20050138,861,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050139,882,all day,pan traps,mixed,,,
20050140,882,am,netting,,Calystegia sp.,Calystegia sp.,
20050141,882,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050142,882,pm,netting,,Calystegia sp.,Calystegia sp.,
20050143,891,all day,pan traps,mixed,,,
20050144,891,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050145,891,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050146,816,all day,pan traps,mixed,,,
20050147,838,all day,pan traps,mixed,,,
20050148,838,am,netting,,Chrysanthemum sp.,Chrysanthemum sp.,
20050149,838,pm,netting,,Chrysanthemum sp.,Chrysanthemum sp.,
20050150,852,all day,pan traps,mixed,,,
20050151,852,am,netting,,Patrolling,Patrolling,
20050152,852,am,netting,,Picris echioides,Picris echioides,
20050153,852,am,netting,,Picris echioides,Picris echioides,
20050154,852,am,netting,,Chrysanthemum sp.,Chrysanthemum sp.,
20050155,866,all day,pan traps,mixed,,,
20050156,866,am,netting,,Patrolling,Patrolling,
20050157,866,am,netting,,Picris echioides,Picris echioides,
20050158,866,pm,netting,,Picris echioides,Picris echioides,
20050159,876,all day,pan traps,mixed,,,
20050160,876,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050161,876,am,netting,,Picris echioides,Picris echioides,
20050162,876,am,netting,,Eriophyllum sp..,Eriophyllum sp..,
20050163,876,am,netting,,Picris echioides,Picris echioides,
20050164,876,pm,netting,,Grindellia sp.,Grindellia sp.,
20050165,876,pm,netting,,Malva sp.,Malva sp.,
20050166,876,pm,netting,,Picris echioides,Picris echioides,
20050167,876,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050168,892,all day,pan traps,mixed,,,
20050169,892,am,netting,,Grindellia sp.,Grindellia sp.,
20050170,892,am,netting,,Eriophyllum sp.,Eriophyllum sp.,
20050171,892,am,netting,,Madia sp.,Madia sp.,
20050172,892,pm,netting,,Picris echioides,Picris echioides,
20050173,892,pm,netting,,Picris echioides,Picris echioides,
20050174,820,all day,pan traps,mixed,,,
20050175,820,am,netting,,Phacelia distans,Phacelia distans,
20050176,820,am,netting,,Rubus discolor,Rubus sp.,
20050177,820,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050178,820,pm,netting,,Oxalis pes-caprae,Oxalis sp.,
20050179,820,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050180,820,pm,netting,,Dichelostemma capitatum,Dichelostemma capitatum,
20050181,820,pm,netting,,Patrolling,Patrolling,
20050182,832,all day,pan traps,mixed,,,
20050183,832,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050184,832,am,netting,,Phacelia distans,Phacelia distans,
20050185,832,pm,netting,,Patrolling,Patrolling,
20050186,851,all day,pan traps,mixed,,,
20050187,851,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050188,851,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050189,851,pm,netting,,Phacelia distans,Phacelia distans,
20050190,851,pm,netting,,Phacelia distans,Phacelia distans,
20050191,851,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050192,851,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050193,851,pm,netting,,Patrolling,Patrolling,
20050194,851,pm,netting,,Patrolling,Patrolling,
20050195,856,all day,pan traps,mixed,,,
20050196,877,all day,pan traps,mixed,,,
20050197,877,am,netting,,Tanacetum camphoratum,Tanacetum camphoratum,
20050198,877,pm,netting,,Patrolling,Patrolling,
20050199,877,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050200,877,pm,netting,,Polygonum paronychia,Polygonum paronychia,
20050201,889,all day,pan traps,mixed,,,
20050202,889,am,netting,,Polygonum paronychia,Polygonum paronychia,
20050203,889,pm,netting,,Polygonum paronychia,Polygonum paronychia,
20050204,889,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050205,817,all day,pan traps,mixed,,,
20050206,817,am,netting,,Oxalis pes-caprae,Oxalis sp.,
20050207,817,am,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050208,817,am,netting,,Patrolling,Patrolling,
20050209,817,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050210,817,pm,netting,,Raphanus sativus,Raphanus sativus,
20050211,817,pm,netting,,Patrolling,Patrolling,
20050212,817,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050213,831,all day,pan traps,mixed,,,
20050214,831,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050215,831,am,netting,,Lupinus bicolor,Lupinus bicolor,
20050216,831,pm,netting,,Patrolling,Patrolling,
20050217,831,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050218,853,all day,pan traps,mixed,,,
20050219,853,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050220,853,am,netting,,Picris echioides,Picris echioides,
20050221,853,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050222,853,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050223,867,all day,pan traps,mixed,,,
20050224,867,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050225,867,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050226,867,pm,netting,,Picris echioides,Picris echioides,
20050227,880,all day,pan traps,mixed,,,
20050228,880,am,netting,,Picris echioides,Picris echioides,
20050229,880,pm,netting,,Picris echioides,Picris echioides,
20050230,880,pm,netting,,Patrolling,Patrolling,
20050231,898,all day,pan traps,mixed,,,
20050232,898,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050233,898,pm,netting,,Picris echioides,Picris echioides,
20050234,822,all day,pan traps,mixed,,,
20050235,822,am,netting,,Hypochaeris sp.,Hypochaeris sp.,
20050236,822,am,netting,,Camissonia ovata,Camissonia ovata,M
20050237,822,am,netting,,Malva sp.,Malva sp.,
20050238,822,am,netting,,Oxalis pes-caprae,Oxalis sp.,
20050239,822,am,netting,,Carduus pycnocephalus,Carduus pycnocephalus,
20050240,822,pm,netting,,Oxalis pes-caprae,Oxalis sp.,
20050241,822,pm,netting,,Rubus discolor,Rubus sp.,
20050242,830,all day,pan traps,mixed,,,
20050243,830,am,netting,,Patrolling,Patrolling,
20050244,830,am,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050245,830,am,netting,,Taraxacum officinale,Taraxacum officinale,
20050246,830,pm,netting,,Vicia benghalensis,Vicia benghalensis,
20050247,830,pm,netting,,Rubus discolor,Rubus sp.,
20050248,830,pm,netting,,Raphanus sativus,Raphanus sativus,
20050249,842,all day,pan traps,mixed,,,
20050250,842,am,netting,,,,
20050251,842,am,netting,,Rubus discolor,Rubus sp.,
20050252,842,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050253,842,pm,netting,,Lathyrus vestitus,Lathyrus sp.,
20050254,855,all day,pan traps,mixed,,,
20050255,855,am,netting,,Taraxacum officinale,Taraxacum sp.,
20050256,855,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050257,855,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050258,855,am,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050259,869,all day,pan traps,mixed,,,
20050260,869,am,netting,,Raphanus sativus,Raphanus sativus,
20050261,869,am,netting,,Taraxacum officinale,Taraxacum sp.,
20050262,869,pm,netting,,Raphanus sativus,Raphanus sativus,
20050263,869,pm,netting,,Hirschfeldia incana,Hirschfeldia incana,
20050264,869,pm,netting,,Foeniculum vulgare,Foeniculum vulgare,
20050265,884,all day,pan traps,mixed,,,
20050266,884,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050267,818,all day,pan traps,mixed,,,
20050268,818,am,netting,,Patrolling,Patrolling,
20050269,833,all day,pan traps,mixed,,,
20050270,833,am,netting,,Rubus discolor,Rubus sp.,
20050271,833,pm,netting,,Carpobrotus edulis,Carpobrotus edulis,
20050272,833,pm,netting,,Rubus discolor,Rubus sp.,
20050273,833,pm,netting,,Patrolling,Patrolling,
20050274,840,all day,pan traps,mixed,,,
20050275,840,pm,netting,,Dudleya sp.,Dudleya sp.,
20050276,840,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050277,840,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050278,840,pm,netting,,Conicosia pugioniformis,Conicosia pugioniformis,
20050279,857,all day,pan traps,mixed,,,
20050280,857,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050281,857,pm,netting,,Tanacetum camphoratum,Tanacetum camphoratum,
20050282,878,all day,pan traps,mixed,,,
20050283,878,am,netting,,Tanacetum camphoratum,Tanacetum camphoratum,
20050284,878,am,netting,,Patrolling,Patrolling,
20050285,878,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050286,878,pm,netting,,Tanacetum camphoratum,Tanacetum camphoratum,
20050287,894,all day,pan traps,mixed,,,
20050288,894,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050289,894,pm,netting,,Polygonum paronychia,Polygonum paronychia,
20050290,894,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050291,810,all day,pan traps,mixed,,,
20050292,810,am,netting,,Dudleya sp.,Dudleya sp.,
20050293,810,am,netting,,Hypochaeris glabra,Hypochaeris glabra,
20050294,810,pm,netting,,Patrolling,Patrolling,
20050295,810,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050296,825,all day,pan traps,mixed,,,
20050297,825,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050298,825,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050299,825,am,netting,,Patrolling,Patrolling,
20050300,825,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050301,825,pn,netting,,Patrolling,Patrolling,
20050302,839,all day,pan traps,mixed,,,
20050303,839,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050304,839,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050305,839,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050306,862,all day,pan traps,mixed,,,
20050307,862,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050308,862,am,netting,,Taraxacum officinale,Taraxacum sp.,
20050309,862,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050310,862,am,netting,,Taraxacum officinale,Taraxacum sp.,
20050311,862,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050312,872,all day,pan traps,mixed,,,
20050313,872,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050314,872,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050315,872,am,netting,,Raphanus sativus,Raphanus sativus,
20050316,872,am,netting,,Taraxacum officinale,Taraxacum sp.,
20050317,872,am,netting,,Horkelia sp.,Horkelia sp.,
20050318,872,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050319,872,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050320,872,pm,netting,,Taraxacum officinale,Taraxacum sp.,
20050321,895,all day,pan traps,mixed,,,
20050322,895,am,netting,,Patrolling,Patrolling,
20050323,895,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050324,895,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050325,895,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050326,895,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050327,811,all day,pan traps,mixed,,,
20050328,811,am,netting,,Patrolling,Patrolling,
20050329,811,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050330,824,all day,pan traps,mixed,,,
20050331,824,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050332,824,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050333,824,pm,netting,,Eriophyllum sp.,Eriophyllum sp.,
20050334,847,all day,pan traps,mixed,,,
20050335,847,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050336,847,pm,netting,,Patrolling,Patrolling,
20050337,864,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050338,864,all day,pan traps,mixed,,,
20050339,864,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050340,864,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050341,864,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050342,864,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050343,864,pm,netting,,Eschscholzia californica,Eschscholzia californica,
20050344,873,all day,pan traps,mixed,,,
20050345,873,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050346,873,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050347,873,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050348,873,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050349,873,pm,netting,,Solidago sp.,Solidago sp.,
20050350,873,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050351,873,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050352,873,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050353,873,pm,netting,,Patrolling,Patrolling,
20050354,890,all day,pan traps,mixed,,,
20050355,890,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050356,890,pm,netting,,Solidago sp.,Solidago sp.,
20050357,890,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050358,890,pm,netting,,Aster chilensis,Aster chilensis,
20050359,814,all day,pan traps,mixed,,,
20050360,814,am,netting,,Oxalis pes-caprae,Oxalis sp.,
20050361,814,pm,netting,,Patrolling,Patrolling,
20050362,814,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050363,835,all day,pan traps,mixed,,,
20050364,835,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050365,835,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050366,844,all day,pan traps,mixed,,,
20050367,844,am,netting,,Grindellia sp.,Grindellia sp.,
20050368,844,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050369,844,pm,netting,,Patrolling,Patrolling,
20050370,844,am,netting,,Eschscholzia californica,Eschscholzia californica,
20050371,859,all day,pan traps,mixed,,,
20050372,859,am,netting,,Hypochaeris radicata,Hypochaeris radicata,
20050373,859,am,netting,,Foeniculum vulgare,Foeniculum vulgare,
20050374,881,pm,netting,,Baccharis pilularis,Baccharis pilularis,
20050375,885,all day,pan traps,mixed,,,
20050376,885,am,netting,,Baccharis pilularis,Baccharis pilularis,
20050377,885,pm,netting,,Solidago sp.,Solidago sp.,
20050378,885,pm,netting,,Patrolling,Patrolling,
20050379,847,pm,netting,,Hypochaeris radicata,Hypochaeris radicata,
